event_id,truth_class,component_id,area_km2,preclip_area_km2,domain_status,retained_at_15000,centroid_lon,centroid_lat,min_lon,min_lat,max_lon,max_lat,artifact_method
20260524_13Z_F04,Sparse,15,16381.28370919836,16381.283709198358,inside,True,-76.24977076659809,35.37792307692696,-77.27000150667467,34.67000000000404,-75.22000156525567,36.120000000003756,legacy independent-max frozen truth
20260524_13Z_F04,Medium,1,0.0,673.2762039330627,outside,False,-96.13041763438429,24.57416666667008,-96.32000096230004,24.470000000003395,-95.92000097373048,24.670000000003427,legacy independent-max frozen truth
20260524_13Z_F04,Medium,2,0.0,28.04575421552723,outside,False,-95.84500097587367,24.595000000003413,-95.87000097515929,24.57000000000341,-95.82000097658809,24.620000000003415,legacy independent-max frozen truth
20260524_13Z_F04,Medium,3,170.95473973076358,1718.774594867833,crossing,False,-94.41404863581235,27.83388888889281,-94.6700010094506,27.670000000003895,-94.17000102373865,28.020000000003947,legacy independent-max frozen truth
20260524_13Z_F04,Medium,4,8958.154119594408,8958.154119594408,inside,False,-86.91754458358669,33.064075144513026,-87.4700012151985,32.52000000000447,-86.3700012466322,33.620000000004254,legacy independent-max frozen truth
20260524_13Z_F04,Medium,5,7911.084767452296,7911.084767452294,inside,False,-85.6733452155845,35.40742038216952,-86.12000125377622,34.820000000004015,-85.22000127949471,35.97000000000378,legacy independent-max frozen truth
20260524_13Z_F04,Medium,6,6002.619285559041,6002.6192855590425,inside,False,-84.71103902988797,42.98537735849294,-85.12000128235232,42.4200000000025,-84.3200013052132,43.620000000002264,legacy independent-max frozen truth
20260524_13Z_F04,Medium,7,1954.4678789246004,1954.4678789246013,inside,False,-82.77445340417343,29.868972602743963,-82.97000134379093,29.570000000004192,-82.57000135522136,30.170000000004286,legacy independent-max frozen truth
20260524_13Z_F04,Medium,8,6788.880561620154,6788.880561620154,inside,False,-80.42668080578213,32.998053435118884,-80.97000140094312,32.52000000000447,-79.92000143094802,33.42000000000429,legacy independent-max frozen truth
20260524_13Z_F04,Medium,9,1609.2699485916387,1609.2699485916391,inside,False,-75.97156404377895,35.495781250003866,-76.32000153382197,35.3700000000039,-75.57000155525404,35.67000000000384,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,1,0.0,15973.255002795853,outside,False,-99.49289929544891,24.910061295975453,-100.12000085371088,24.070000000003333,-98.870000889431,25.7700000000036,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,2,1862.785505813419,1862.7855058134187,inside,False,-110.69993012884258,31.854154929581977,-110.87000054651784,31.420000000004478,-110.57000055509067,32.22000000000453,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,3,0.0,11563.209351150927,outside,False,-101.66636905276486,50.97717905405482,-102.32000079084347,50.22000000000095,-101.02000082799239,51.770000000000636,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,4,0.0,1726.9934908430635,outside,False,-101.57467114181244,52.29335164835221,-101.9200008022739,52.070000000000576,-101.27000082084837,52.570000000000476,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,5,26.72745745470676,26.727457454706755,inside,False,-99.34500087585735,30.04500000000427,-99.37000087514295,30.02000000000426,-99.32000087657175,30.07000000000427,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,6,23696.41584020182,23696.415840201822,inside,True,-97.57505587149039,32.5439560439605,-98.52000089943263,31.82000000000454,-96.52000095658482,33.42000000000429,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,7,5564.939977247465,5564.939977247464,inside,False,-97.56908999543184,43.31787449392942,-98.02000091372068,42.9200000000024,-97.12000093943917,43.720000000002244,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,8,3475.195704684412,3475.1957046844113,inside,False,-88.95856706413393,29.235697674422738,-89.32000116233272,28.870000000004083,-88.67000118090718,29.570000000004192,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,9,19159.053334176206,19159.053334176202,inside,True,-95.13065767831449,44.552142857144894,-96.37000096087124,43.720000000002244,-93.97000102945387,45.37000000000191,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,10,2247.1129614870742,2247.1129614870733,inside,False,-91.01690587574657,46.323095238096954,-91.22000110803813,45.97000000000179,-90.82000111946857,46.67000000000165,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,11,323.62191115092406,323.62191115092406,inside,False,-88.57000118376479,29.120000000004122,-88.62000118233598,28.9700000000041,-88.52000118519359,29.270000000004146,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,12,19300.17414526146,19300.174145261473,inside,True,-85.19816932419567,30.57867768595476,-85.97000125806264,29.770000000004224,-84.37000130378439,31.420000000004478,legacy independent-max frozen truth
20260524_19Z_F04,Sparse,13,756.4740499748866,756.4740499748865,inside,False,-85.38120817143978,32.40706896552173,-85.57000126949308,32.270000000004515,-85.17000128092351,32.52000000000447,legacy independent-max frozen truth
