event_id,component_id,truth_class,area_km2,preclip_area_km2,domain_status,retained_at_15000,capture_fraction,current_miss,sparse_area_capture,medium_area_capture,solid_line_capture,sparse_area_unique_capture,medium_area_unique_capture,solid_line_unique_capture,retained_medium_core_fraction,nearest_forecast_class,nearest_forecast_distance_km,artccs,min_lon,min_lat,max_lon,max_lat,artifact_method,report_label
20260728_19Z_F04,11,Sparse,1473.8769762266652,1473.8769762266654,inside,False,0.005361784527511386,False,0.005361784527511386,0.0,0.0,0.005361784527511386,0.0,0.0,0.0,Sparse AREA,0.0,ZDV,-106.02000068511191,37.07000000000356,-105.77000069225593,37.72000000000344,legacy independent-max frozen truth,
20260728_19Z_F04,12,Sparse,24902.59463417679,24902.594634176785,inside,True,0.9588663519077572,False,0.9588663519077572,0.0,0.0,0.9588663519077572,0.0,0.0,0.0,Sparse AREA,0.0,ZDV,-105.72000069368474,37.17000000000354,-103.37000076083856,39.32000000000312,legacy independent-max frozen truth,
20260728_19Z_F04,13,Sparse,11697.836214189765,11697.83621418977,inside,False,1.0000000000000009,False,1.0000000000000009,0.3879562594071889,0.0,0.612043740592812,0.0,0.0,0.0,Sparse AREA,0.0,ZDV,-103.9700007436929,39.4200000000031,-102.77000077798422,40.770000000002824,legacy independent-max frozen truth,
20260728_19Z_F04,14,Sparse,9104.996077858214,9119.142010910049,crossing,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sparse AREA,298.90707161923933,ZDV/ZLC,-105.1200007108304,44.97000000000199,-103.72000075083693,46.02000000000179,legacy independent-max frozen truth,
20260728_19Z_F04,15,Sparse,32876.70815034861,32876.70815034861,inside,True,0.9877763388869534,False,0.9877763388869534,0.5657712987383215,0.0,0.4220050401486318,0.0,0.0,0.0,Sparse AREA,0.0,ZTL,-84.42000130235559,34.97000000000398,-80.77000140665834,36.27000000000372,legacy independent-max frozen truth,
20260728_19Z_F04,16,Sparse,3937.203604039075,3937.203604039076,inside,False,0.34210762302660574,False,0.34210762302660574,0.0,0.0,0.34210762302660574,0.0,0.0,0.0,Sparse AREA,0.0,ZDC/ZTL,-79.97000142951921,35.97000000000378,-79.22000145095129,36.62000000000366,legacy independent-max frozen truth,
20260728_19Z_F04,17,Sparse,5525.335163323159,5525.335163323159,inside,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sparse AREA,132.17421660281357,ZDC/ZOB,-79.92000143094802,39.22000000000314,-79.0200014566665,40.07000000000296,legacy independent-max frozen truth,
20260728_19Z_F04,18,Sparse,7029.529623627503,7029.5296236275035,inside,False,1.0000000000000002,False,1.0000000000000002,0.21408215406821937,0.0,0.7859178459317808,0.0,0.0,0.0,Sparse AREA,0.0,ZDV,-103.17000076655378,41.02000000000278,-102.12000079655868,41.9200000000026,legacy independent-max frozen truth,
20260728_19Z_F04,19,Sparse,75190.08790875839,75190.83080799703,crossing,True,0.7446946107659072,False,0.7409013877548093,0.23495023367111526,0.0,0.5097443770947919,0.003793223011097857,0.0,0.4818063085743746,Sparse AREA,0.0,ZBW/ZDC/ZNY,-78.67000146666814,36.8700000000036,-73.9200016024046,42.22000000000254,legacy independent-max frozen truth,
20260728_19Z_F04,20,Sparse,3495.9366352569364,3495.9366352569364,inside,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sparse AREA,106.247950599214,ZNY/ZOB,-77.77000149238663,41.22000000000274,-76.92000151667631,41.9200000000026,legacy independent-max frozen truth,
20260728_19Z_F04,21,Sparse,9219.068545964948,9219.068545964947,inside,False,0.6157867130233217,False,0.6157867130233217,0.0,0.0,0.6157867130233217,0.0,0.0,0.0,Sparse AREA,0.0,ZBW,-73.62000161097743,42.32000000000252,-71.8700016609856,43.27000000000233,legacy independent-max frozen truth,
20260728_19Z_F04,22,Sparse,20857.43127410247,20857.431274102477,inside,True,1.0,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Sparse AREA,0.0,ZBW,-73.9200016024046,44.67000000000205,-71.8200016624144,46.72000000000165,legacy independent-max frozen truth,
20260728_19Z_F04,23,Sparse,88.19521346332795,88.19521346332795,inside,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sparse AREA,1.6693816126632226,ZBW,-71.62000166812962,44.57000000000207,-71.52000167098723,44.67000000000205,legacy independent-max frozen truth,
20260728_19Z_F04,24,Sparse,7809.695929978907,9445.34141914191,crossing,False,0.9539630063258653,False,0.9539630063258653,0.0,0.0,0.9539630063258653,0.0,0.0,0.0,Sparse AREA,0.0,UNKNOWN,-72.32000164812635,46.92000000000161,-70.7700016924193,48.0,legacy independent-max frozen truth,
